event_name_raw,event_location_raw,event_city,event_state,event_zip,event_country,event_location_confidence,event_date_raw,event_start_date,event_end_date_full,sponsoring_affiliate,chief_td,num_sections,num_players,event_id,event_lat,event_lon,event_geo_source
NJ CHESS GM INVITATIONAL,"MORRISTOWN, NJ  07960",MORRISTOWN,NJ,07960,US,city+state+zip,2025-10-22 thru 2025-10-26,2025-10-22,2025-10-26,NEW JERSEY ST CHESS FED,EDWARD STEVEN DOYLE,1,10,202510268752,40.7968,-74.4815,city_centroid
MARSHALL MASTERS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-01-21,2025-01-21,2025-01-21,MARSHALL CHESS CLUB,GREGORY KEENER,1,25,202501216562,40.7128,-74.006,city_centroid
MARSHALL FIDE BLITZ 35,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-10-25,2024-10-25,2024-10-25,MARSHALL CHESS CLUB,OSCAR GARCIA,1,33,202410254552,40.7128,-74.006,city_centroid
SCHEV D,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-08-28 thru 2024-09-02,2024-08-28,2024-09-02,NYC INVITATIONALS,GREGORY KEENER,1,8,202409024292,40.7128,-74.006,city_centroid
NEW YORK 1924 CENTENNIAL- NEW YORK,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-07-17 thru 2024-07-21,2024-07-17,2024-07-21,MARSHALL CHESS CLUB,OSCAR GARCIA,1,73,202407219602,40.7128,-74.006,city_centroid
MARSHALL FRIDAY FIDE BLITZ,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-06-14,2024-06-14,2024-06-14,MARSHALL CHESS CLUB,GREGORY KEENER,1,62,202406147242,40.7128,-74.006,city_centroid
107TH EDWARD LASKER MEMORIAL - MCC,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-12-07 thru 2023-12-10,2023-12-07,2023-12-10,MARSHALL CHESS CLUB,OSCAR GARCIA,1,56,202312104062,40.7128,-74.006,city_centroid
MARSHALL FIDE BLITZ,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-10-27,2023-10-27,2023-10-27,MARSHALL CHESS CLUB,GREGORY KEENER,1,35,202310277112,40.7128,-74.006,city_centroid
2023 U.S. CHAMPIONSHIP,"SAINT LOUIS, MO  63108",SAINT LOUIS,MO,63108,US,city+state+zip,2023-10-05 thru 2023-10-17,2023-10-05,2023-10-17,SAINT LOUIS CHESS CLUB,KAREN PENNOCK,1,12,202310171512,38.627,-90.1994,city_centroid
MARSHALL FIDE PREMIER,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-09-08 thru 2023-09-10,2023-09-08,2023-09-10,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,39,202309109082,40.7128,-74.006,city_centroid
10TH ANNUAL WASHINGTON INTERNATIONA,"ROCKVILLE, MD  20852",ROCKVILLE,MD,20852,US,city+state+zip,2023-08-12 thru 2023-08-16,2023-08-12,2023-08-16,MARYLAND CHESS ASSOCIATION,MICHAEL W REGAN,3,148,202308166142,39.084,-77.1528,city_centroid
123RD ANNUAL US OPEN CHESS CHAMPIONSHIP,"GRAND RAPIDS, MI  49509",GRAND RAPIDS,MI,49509,US,city+state+zip,2023-07-29 thru 2023-08-06,2023-07-29,2023-08-06,US CHESS FEDERATION,LAKSHMANA VISWANATH,2,482,202308061182,42.9634,-85.6681,city_centroid
1ST ANNUAL PENNSYLVANIA CLASSIC,"LANGHORNE, PA  19047",LANGHORNE,PA,19047,US,city+state+zip,2023-07-28 thru 2023-07-30,2023-07-28,2023-07-30,DMV CHESS CLUB,BRADLEY CRABLE,11,173,202307306582,40.590752,-77.209755,state_centroid
FIDE BLITZ,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-03-31,2023-03-31,2023-03-31,MARSHALL CHESS CLUB,CARLOS ALBERTO CHAVEZ,1,50,202303317832,40.7128,-74.006,city_centroid
2023 CHARLOTTE OPEN,"CHARLOTTE, NC  28262",CHARLOTTE,NC,28262,US,city+state+zip,2023-01-14 thru 2023-01-16,2023-01-14,2023-01-16,CHARLOTTE CHESS CENTER,RUDOLPH D ABATE,12,456,202301163842,35.2271,-80.8431,city_centroid
2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP,"SEATTLE, WA  98101",SEATTLE,WA,98101,US,city+state+zip,2023-01-05 thru 2023-01-08,2023-01-05,2023-01-08,WASHINGTON CHESS FEDERATION,JACOB MAYER,3,376,202301081632,47.6062,-122.3321,city_centroid
2023 SEATTLE NEW YEARS BLITZ,"SEATTLE, WA  98101",SEATTLE,WA,98101,US,city+state+zip,2023-01-06,2023-01-06,2023-01-06,WASHINGTON CHESS FEDERATION,JACOB MAYER,1,151,202301060702,47.6062,-122.3321,city_centroid
53RD ANNUAL NATIONAL CHESS CONGRESS,"PHILADELPHIA, PA  19107",PHILADELPHIA,PA,19107,US,city+state+zip,2022-11-25 thru 2022-11-27,2022-11-25,2022-11-27,CONTINENTAL CHESS ASSOCIATION,BOYD M REED,11,589,202211270682,39.9526,-75.1652,city_centroid
26TH ANNUAL EASTERN CHESS CONGRESS!,"PRINCETON, NJ  08540",PRINCETON,NJ,08540,US,city+state+zip,2022-10-28 thru 2022-10-30,2022-10-28,2022-10-30,CONTINENTAL CHESS ASSOCIATION,HAROLD G STENZEL,8,472,202210304202,40.3573,-74.6672,city_centroid
2022 MN INTERNATIONAL CHESS FESTIVA,"BLOOMINGTON, MN  55431",BLOOMINGTON,MN,55431,US,city+state+zip,2022-08-19 thru 2022-08-24,2022-08-19,2022-08-24,CHESS WEEKEND,GLENN PANNER,1,45,202208249442,45.694454,-93.900192,state_centroid
2022 MN INTERNATIONAL BLITZ,"BLOOMINGTON, MN  55431",BLOOMINGTON,MN,55431,US,city+state+zip,2022-08-20,2022-08-20,2022-08-20,CHESS WEEKEND,GLENN PANNER,1,41,202208207822,45.694454,-93.900192,state_centroid
9TH ANNUAL WASHINGTON INTERNATIONAL,"ROCKVILLE, MD  20852",ROCKVILLE,MD,20852,US,city+state+zip,2022-08-13 thru 2022-08-17,2022-08-13,2022-08-17,MARYLAND CHESS ASSOCIATION,MICHAEL W REGAN,3,161,202208176292,39.084,-77.1528,city_centroid
33RD WORLD OPEN BLITZ CHAMPIONSHIP,"PHILADELPHIA, PA  19103",PHILADELPHIA,PA,19103,US,city+state+zip,2022-07-04,2022-07-04,2022-07-04,CONTINENTAL CHESS ASSOCIATION,HAROLD G STENZEL,3,254,202207044982,39.9526,-75.1652,city_centroid
16TH ANNUAL PHILADELPHIA OPEN,"PHILADELPHIA, PA  19103",PHILADELPHIA,PA,19103,US,city+state+zip,2022-06-24 thru 2022-06-26,2022-06-24,2022-06-26,CONTINENTAL CHESS ASSOCIATION,HAROLD G STENZEL,5,269,202206261082,39.9526,-75.1652,city_centroid
FRIDAY BLITZ,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2021-11-05,2021-11-05,2021-11-05,MARSHALL CHESS CLUB,ERIC BALCK,1,23,202111050392,40.7128,-74.006,city_centroid
MARSHALL $500 FIDE BLITZ,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2021-09-24,2021-09-24,2021-09-24,MARSHALL CHESS CLUB,ERIC BALCK,1,26,202109244162,40.7128,-74.006,city_centroid
MOUNT LOWE SWISS,"ALTADENA, CA  91001",ALTADENA,CA,91001,US,city+state+zip,2023-09-05 thru 2023-10-10,2023-09-05,2023-10-10,SAN GABRIEL VALLEY CHESS CLUB,JOHN R. WRIGHT,2,57,202310107372,36.116203,-119.681564,state_centroid
AUGUST BLITZ,"ALTADENA, CA  91001",ALTADENA,CA,91001,US,city+state+zip,2023-08-29,2023-08-29,2023-08-29,SAN GABRIEL VALLEY CHESS CLUB,JOHN R. WRIGHT,1,21,202308293762,36.116203,-119.681564,state_centroid
CUCAMONGA OPEN,"ONTARIO, CA  91764",ONTARIO,CA,91764,US,city+state+zip,2023-05-20,2023-05-20,2023-05-20,CUCAMONGA CHESS,IAN ERICKSON,3,29,202305207042,36.116203,-119.681564,state_centroid
MARSHALL U2000 MORNING ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-10-18,2025-10-18,2025-10-18,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,67,202510182432,40.7128,-74.006,city_centroid
MARSHALL THURSDAY ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-10-02,2025-10-02,2025-10-02,MARSHALL CHESS CLUB,OSCAR GARCIA,1,31,202510021792,40.7128,-74.006,city_centroid
U2000 MORNING ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-09-06,2025-09-06,2025-09-06,MARSHALL CHESS CLUB,OSCAR GARCIA,1,64,202509065012,40.7128,-74.006,city_centroid
MARSHALL THURSDAY ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-08-28,2025-08-28,2025-08-28,MARSHALL CHESS CLUB,OSCAR GARCIA,1,38,202508280212,40.7128,-74.006,city_centroid
MARSHALL THURSDAY ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-08-14,2025-08-14,2025-08-14,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,46,202508142512,40.7128,-74.006,city_centroid
FIDE BLITZ CHESS MAX CHAMPIONSHIP,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-01-01,2025-01-01,2025-01-01,CHESS MAX ACADEMY,MIGUEL GARCIA,1,11,202501014732,40.7128,-74.006,city_centroid
28TH ANNUAL EASTERN CHESS CONGRESS!,"PRINCETON, NJ  08540",PRINCETON,NJ,08540,US,city+state+zip,2024-10-25 thru 2024-10-27,2024-10-25,2024-10-27,CONTINENTAL CHESS ASSOCIATION,HAROLD G STENZEL,8,475,202410276732,40.3573,-74.6672,city_centroid
33RD ANNUAL CHICAGO OPEN,"WHEELING, IL  60090",WHEELING,IL,60090,US,city+state+zip,2024-05-23 thru 2024-05-27,2024-05-23,2024-05-27,CONTINENTAL CHESS ASSOCIATION,BOYD M REED,8,835,202405277102,40.349457,-88.986137,state_centroid
MARSHALL FIDE BLITZ 22,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-02-23,2024-02-23,2024-02-23,MARSHALL CHESS CLUB,GREGORY KEENER,1,66,202402234282,40.7128,-74.006,city_centroid
2023 U.S. MASTERS CHESS CHAMPIONSHIP,"CHARLOTTE, NC  28262",CHARLOTTE,NC,28262,US,city+state+zip,2023-11-22 thru 2023-11-26,2023-11-22,2023-11-26,CHARLOTTE CHESS CENTER,ROBERT CHRISTOPHER GETTY,1,202,202311265002,35.2271,-80.8431,city_centroid
NAGIB GEBRAN ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-11-16,2023-11-16,2023-11-16,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,42,202311169452,40.7128,-74.006,city_centroid
NAGIB GEBRAN ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-10-26,2023-10-26,2023-10-26,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,39,202310266702,40.7128,-74.006,city_centroid
NAGIB GEBRAN ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-10-19,2023-10-19,2023-10-19,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,40,202310192362,40.7128,-74.006,city_centroid
MARSHALL MASTERS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-10-17,2023-10-17,2023-10-17,MARSHALL CHESS CLUB,GREGORY KEENER,1,24,202310171622,40.7128,-74.006,city_centroid
NAGIB GEBRAN ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-10-12,2023-10-12,2023-10-12,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,41,202310127912,40.7128,-74.006,city_centroid
MARSHALL FIDE BLITZ,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-09-29,2023-09-29,2023-09-29,MARSHALL CHESS CLUB,GREGORY KEENER,1,40,202309299662,40.7128,-74.006,city_centroid
MARSHALL THURSDAY OPEN 6,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-08-24 thru 2023-09-28,2023-08-24,2023-09-28,MARSHALL CHESS CLUB,OSCAR GARCIA,1,33,202309289402,40.7128,-74.006,city_centroid
2023 MARSHALL CHESS CLUB LABOR DAY,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-08-31 thru 2023-09-04,2023-08-31,2023-09-04,NYC INVITATIONALS,GREGORY KEENER,3,28,202309046402,40.7128,-74.006,city_centroid
1000GM FT. LAUDERDALE NORM INVITATIONAL,"FT. LAUDERDALE, FL  33316",FT. LAUDERDALE,FL,33316,US,city+state+zip,2023-08-02 thru 2023-08-06,2023-08-02,2023-08-06,1000 GM,JON HASKEL,2,20,202308061942,27.766279,-81.686783,state_centroid
16TH PHILADELPHIA INTERNATIONAL!,"PHILADELPHIA, PA  19103",PHILADELPHIA,PA,19103,US,city+state+zip,2023-06-24 thru 2023-06-28,2023-06-24,2023-06-28,CONTINENTAL CHESS ASSOCIATION,CHARLES W HATHERILL,1,99,202306289292,39.9526,-75.1652,city_centroid
1000GM 2023 LAS VEGAS SUPER SWISS,"LAS VEGAS, NV  89103",LAS VEGAS,NV,89103,US,city+state+zip,2023-06-08 thru 2023-06-12,2023-06-08,2023-06-12,1000 GM,ABEL TALAMANTEZ,1,72,202306120362,36.1699,-115.1398,city_centroid
1000GM NY NORM MEMORIAL DAY,"BROOKLYN, NY  11211",BROOKLYN,NY,11211,US,city+state+zip,2023-05-25 thru 2023-05-29,2023-05-25,2023-05-29,NYC INVITATIONALS,GREGORY KEENER,5,40,202305292252,40.6782,-73.9442,city_centroid
MARSHALL SATURDAY G50,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-10-25,2025-10-25,2025-10-25,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,81,202510257482,40.7128,-74.006,city_centroid
MARSHALL SUNDAY NIGHT ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-10-12,2025-10-12,2025-10-12,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,12,202510129412,40.7128,-74.006,city_centroid
MARSHALL SUNDAY G-50 OPEN,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-08-24,2025-08-24,2025-08-24,MARSHALL CHESS CLUB,GREGORY KEENER,1,43,202508247942,40.7128,-74.006,city_centroid
MARSHALL SATURDAY G50,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-08-09,2025-08-09,2025-08-09,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,92,202508099612,40.7128,-74.006,city_centroid
SATURDAY G-50 OPEN & U1800,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-07-26,2025-07-26,2025-07-26,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,80,202507261052,40.7128,-74.006,city_centroid
SATURDAY G-50 OPEN,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-07-19,2025-07-19,2025-07-19,MARSHALL CHESS CLUB,YIFENG ZHENG,1,32,202507196932,40.7128,-74.006,city_centroid
MARSHALL WEEKLY WEDNESDAY U2200,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-06-04 thru 2025-07-09,2025-06-04,2025-07-09,MARSHALL CHESS CLUB,GREGORY KEENER,1,38,202507090792,40.7128,-74.006,city_centroid
MARSHALL PREMIER FIDE U2000,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-07-04 thru 2025-07-06,2025-07-04,2025-07-06,MARSHALL CHESS CLUB,YIFENG ZHENG,1,15,202507069462,40.7128,-74.006,city_centroid
MARSHALL SATURDAY G50,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-06-28,2025-06-28,2025-06-28,MARSHALL CHESS CLUB,GREGORY KEENER,2,90,202506285002,40.7128,-74.006,city_centroid
MARSHALL WEEKLY WEDNESDAYS U2200,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-04-23 thru 2025-05-28,2025-04-23,2025-05-28,MARSHALL CHESS CLUB,GREGORY KEENER,1,26,202505286842,40.7128,-74.006,city_centroid
SATURDAY G/50 OPEN & U1800,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-05-10,2025-05-10,2025-05-10,MARSHALL CHESS CLUB,OSCAR GARCIA,2,36,202505106322,40.7128,-74.006,city_centroid
MARSHALL SATURDAY G50,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-03-15,2025-03-15,2025-03-15,MARSHALL CHESS CLUB,OSCAR GARCIA,2,67,202503150732,40.7128,-74.006,city_centroid
MARSHALL UNDER 2200,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-01-29 thru 2025-03-05,2025-01-29,2025-03-05,MARSHALL CHESS CLUB,GREGORY KEENER,1,32,202503054592,40.7128,-74.006,city_centroid
MARSHALL PRESIDENTS DAY ACTION 2025,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-02-17,2025-02-17,2025-02-17,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,51,202502173152,40.7128,-74.006,city_centroid
MARSHALL ADULTS ONLY,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-02-16,2025-02-16,2025-02-16,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,12,202502162542,40.7128,-74.006,city_centroid
MARSHALL SATURDAY G50,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-02-15,2025-02-15,2025-02-15,MARSHALL CHESS CLUB,TAMAR CHANADIRI,2,86,202502151902,40.7128,-74.006,city_centroid
MARSHALL MONTHLY FIDE U2400 & U1800,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-10-17 thru 2025-10-19,2025-10-17,2025-10-19,MARSHALL CHESS CLUB,OSCAR GARCIA,2,81,202510194852,40.7128,-74.006,city_centroid
2025 NEW JERSEY OPEN,"CHERRY HILL, NJ  08002",CHERRY HILL,NJ,08002,US,city+state+zip,2025-08-30 thru 2025-09-01,2025-08-30,2025-09-01,NEW JERSEY ST CHESS FED,ISAAC EDWARD PIERCE,4,246,202509012822,40.298904,-74.521011,state_centroid
MARSHALL ACADEMY CHESS CAMP,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-08-18 thru 2025-08-22,2025-08-18,2025-08-22,MARSHALL CHESS CLUB,KEVIN FENG,1,49,202508227482,40.7128,-74.006,city_centroid
MARSHALL ACADEMY CHESS CAMP,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-08-11 thru 2025-08-15,2025-08-11,2025-08-15,MARSHALL CHESS CLUB,KEVIN FENG,1,32,202508153532,40.7128,-74.006,city_centroid
WESTFIELD OCTOS 03/23/2025,"WESTFIELD, NJ  07090",WESTFIELD,NJ,07090,US,city+state+zip,2025-03-23,2025-03-23,2025-03-23,WESTFIELD CHESS CLUB,ANDY DONG,4,38,202503235242,40.298904,-74.521011,state_centroid
WESTFIELD OCTOS 03/09/2025,"WESTFIELD, NJ  07090",WESTFIELD,NJ,07090,US,city+state+zip,2025-03-09,2025-03-09,2025-03-09,WESTFIELD CHESS CLUB,ANDY DONG,5,44,202503097052,40.298904,-74.521011,state_centroid
ICA G R QUADS AUGUST 17,"GLEN ROCK, NJ  07452",GLEN ROCK,NJ,07452,US,city+state+zip,2024-08-17,2024-08-17,2024-08-17,"INTERNATIONAL CHESS ACADEMY, L",STEPHEN D LORIMOR,9,38,202408174892,40.9626,-74.1326,city_centroid
WOCC CHAMPIONSHIPS,"WEST ORANGE, NJ  07052",WEST ORANGE,NJ,07052,US,city+state+zip,2025-03-11 thru 2025-04-22,2025-03-11,2025-04-22,WEST ORANGE CHESS CLUB,STEPHEN D LORIMOR,4,51,202504225362,40.7984,-74.239,city_centroid
12TH ANNUAL EASTERN CONGRESS BLITZ!,"PRINCETON, NJ  08540",PRINCETON,NJ,08540,US,city+state+zip,2025-10-25,2025-10-25,2025-10-25,CONTINENTAL CHESS ASSOCIATION,CHARLES W HATHERILL,1,44,202510257812,40.3573,-74.6672,city_centroid
PACKER OCTOBER 2025 TOURNAMENT,"BROOKLYN, NY  11201",BROOKLYN,NY,11201,US,city+state+zip,2025-10-19,2025-10-19,2025-10-19,PACKER CHESS CLUB,MIGUEL GARCIA,7,493,202510193772,40.6782,-73.9442,city_centroid
2025 MARSHALL RAPID CHAMPIONSHIP,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-10-11,2025-10-11,2025-10-11,MARSHALL CHESS CLUB,OSCAR GARCIA,1,36,202510118332,40.7128,-74.006,city_centroid
2025 MARSHALL SUMMER INVITATIONAL G,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-07-08 thru 2025-07-13,2025-07-08,2025-07-13,MARSHALL CHESS CLUB,CARLOS ALBERTO CHAVEZ,1,10,202507133452,40.7128,-74.006,city_centroid
36TH WORLD OPEN BLITZ CHAMPIONSHIP,"PHILADELPHIA, PA  19103",PHILADELPHIA,PA,19103,US,city+state+zip,2025-07-06,2025-07-06,2025-07-06,CONTINENTAL CHESS ASSOCIATION,CHARLES W HATHERILL,2,193,202507060082,39.9526,-75.1652,city_centroid
MARSHALL FIDE BLITZ 42,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-01-31,2025-01-31,2025-01-31,MARSHALL CHESS CLUB,OSCAR GARCIA,1,53,202501312452,40.7128,-74.006,city_centroid
34TH NORTH AMERICAN OPEN,"LAS VEGAS, NV  89103",LAS VEGAS,NV,89103,US,city+state+zip,2024-12-26 thru 2024-12-30,2024-12-26,2024-12-30,CONTINENTAL CHESS ASSOCIATION,BOYD M REED,9,1075,202412303612,36.1699,-115.1398,city_centroid
2024 NORTH AMERICAN BLITZ,"LAS VEGAS, NV  89109",LAS VEGAS,NV,89109,US,city+state+zip,2024-12-29,2024-12-29,2024-12-29,CONTINENTAL CHESS ASSOCIATION,DAVID A HATER,2,218,202412293592,36.1699,-115.1398,city_centroid
11TH ANNUAL EASTERN CONGRESS BLITZ!,"PRINCETON, NJ  08540",PRINCETON,NJ,08540,US,city+state+zip,2024-10-26,2024-10-26,2024-10-26,CONTINENTAL CHESS ASSOCIATION,HAROLD G STENZEL,1,37,202410265802,40.3573,-74.6672,city_centroid
PACKER OCTOBER CHESS TOURNAMENT,"BROOKLYN, NY  11201",BROOKLYN,NY,11201,US,city+state+zip,2024-10-06,2024-10-06,2024-10-06,PACKER CHESS CLUB,MIGUEL GARCIA,7,399,202410063222,40.6782,-73.9442,city_centroid
LABOR DAY INVITATIONAL IM B,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-08-29 thru 2024-09-02,2024-08-29,2024-09-02,NYC INVITATIONALS,GREGORY KEENER,1,10,202409024282,40.7128,-74.006,city_centroid
54TH ANNUAL CONTINENTAL OPEN,"MARLBOROUGH, MA  01752",MARLBOROUGH,MA,01752,US,city+state+zip,2024-08-15 thru 2024-08-18,2024-08-15,2024-08-18,CONTINENTAL CHESS ASSOCIATION,ROBERT D MESSENGER,8,244,202408185642,42.3459,-71.5523,city_centroid
10TH ANNUAL CONTINENTAL OPEN BLITZ,"MARLBOROUGH, MA  01752",MARLBOROUGH,MA,01752,US,city+state+zip,2024-08-17,2024-08-17,2024-08-17,CONTINENTAL CHESS ASSOCIATION,SUNNY YANG,1,45,202408175142,42.3459,-71.5523,city_centroid
WEDNESDAY BLITZ NIGHT,"AUSTIN, TX  78729",AUSTIN,TX,78729,US,city+state+zip,2025-10-08,2025-10-08,2025-10-08,AUSTIN GRANDMASTER CHESS ACADE,JEFFREY MICHAEL SERNA,1,9,202510086052,30.2672,-97.7431,city_centroid
1ST WEDNESDAY BLITZ,"AUSTIN, TX  78729",AUSTIN,TX,78729,US,city+state+zip,2025-09-03,2025-09-03,2025-09-03,AUSTIN GRANDMASTER CHESS ACADE,JEFFREY MICHAEL SERNA,1,17,202509033992,30.2672,-97.7431,city_centroid
ACC STANDARD G/90 SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2025-07-12 thru 2025-08-02,2025-07-12,2025-08-02,AUSTIN CHESS CLUB,JAMES CONNAUGHTON,2,17,202508025722,30.2672,-97.7431,city_centroid
2025 TEXAS ACTION CHAMPIONSHIP,"ABILENE, TX  79699",ABILENE,TX,79699,US,city+state+zip,2025-07-19,2025-07-19,2025-07-19,SPHERE HOMESCHOOL,CHASE ROBERT JAMES G ROSS,3,49,202507197292,31.054487,-97.563461,state_centroid
ACC STANDARD G/90 SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2025-05-31 thru 2025-06-21,2025-05-31,2025-06-21,AUSTIN CHESS CLUB,JAMES CONNAUGHTON,1,17,202506210942,30.2672,-97.7431,city_centroid
APRIL 27TH ADULTS ONLY SUNDAY SWISS,"HOUSTON, TX  77009",HOUSTON,TX,77009,US,city+state+zip,2025-04-27,2025-04-27,2025-04-27,THE POISON PAWNS CHESS CLUB,EDGARDO FRANCISCO ACOSTA,1,9,202504278712,29.7604,-95.3698,city_centroid
TEXAS STATE QUICK CHAMPIONSHIP 2025,"HOUSTON, TX  77009",HOUSTON,TX,77009,US,city+state+zip,2025-04-26,2025-04-26,2025-04-26,THE POISON PAWNS CHESS CLUB,EDGARDO FRANCISCO ACOSTA,1,49,202504268392,29.7604,-95.3698,city_centroid
2ND ACT OPEN QUALIFIER 4,"AUSTIN, TX  78729",AUSTIN,TX,78729,US,city+state+zip,2025-04-19,2025-04-19,2025-04-19,AUSTIN GRANDMASTER CHESS ACADE,JEFFREY MICHAEL SERNA,4,98,202504193432,30.2672,-97.7431,city_centroid
MARSHALL ADULTS ONLY,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-03-16,2025-03-16,2025-03-16,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,17,202503161572,40.7128,-74.006,city_centroid
MARSHALL FRIDAY RAPID,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-02-21,2025-02-21,2025-02-21,MARSHALL CHESS CLUB,CARLOS ALBERTO CHAVEZ,1,19,202502215252,40.7128,-74.006,city_centroid
ADULT RAPID,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-01-21,2025-01-21,2025-01-21,MARSHALL CHESS CLUB,GREGORY KEENER,1,12,202501216482,40.7128,-74.006,city_centroid
FRIDAY RAPID,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-01-17,2025-01-17,2025-01-17,MARSHALL CHESS CLUB,GREGORY KEENER,1,11,202501173252,40.7128,-74.006,city_centroid
ACC ROUND ROBIN 1,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2024-11-30,2024-11-30,2024-11-30,AUSTIN CHESS CLUB,LARRY TIPPERREITER,1,6,202411308502,30.2672,-97.7431,city_centroid
ADULTS ONLY NOV 23RD SATURDAY SWISS,"HOUSTON, TX  77009",HOUSTON,TX,77009,US,city+state+zip,2024-11-23,2024-11-23,2024-11-23,THE POISON PAWNS CHESS CLUB,EDGARDO FRANCISCO ACOSTA,1,12,202411233782,29.7604,-95.3698,city_centroid
